material,historical_price,location,month,demand,supply,predicted_price
aluminium,223.73,Kolkata,6,89,61,246.24
battery,84.82,Bengaluru,8,38,65,80.61
aluminium,162.96,Kolkata,9,51,98,106.11
battery,108.61,Chennai,10,50,48,101.81
copper,830.75,Mumbai,5,90,38,959.88
pcb,247.76,Bengaluru,9,81,78,229.73
aluminium,197.06,Kolkata,8,47,31,177.26
aluminium,175.77,Kolkata,1,48,32,121.12
pcb,216.98,Hyderabad,12,41,95,204.23
aluminium,186.38,Mumbai,6,84,95,212.02
battery,74.79,Hyderabad,5,38,95,66.9
steel,67.33,Bengaluru,12,85,66,80.51
battery,90.29,Kolkata,2,69,82,69.09
aluminium,226.31,Mumbai,5,74,30,260.11
plastic,38.93,Delhi,6,61,63,45.83
copper,678.47,Kolkata,4,74,100,604.86
pcb,283.2,Hyderabad,12,87,41,336.75
aluminium,238.63,Bengaluru,6,84,31,272.74
battery,72.87,Mumbai,3,46,100,76.34
aluminium,183.37,Kolkata,10,69,61,165.74
aluminium,177.84,Bengaluru,6,84,98,183.14
plastic,38.0,Bengaluru,6,59,71,40.03
steel,66.2,Kolkata,5,92,76,71.61
pcb,293.08,Chennai,7,95,68,294.19
pcb,312.16,Mumbai,6,75,56,354.49
plastic,44.58,Hyderabad,3,94,59,42.56
aluminium,211.75,Kolkata,2,53,32,178.94
plastic,48.55,Chennai,10,89,35,47.38
plastic,43.24,Delhi,1,88,61,41.8
pcb,262.11,Mumbai,5,35,51,276.61
pcb,289.13,Delhi,9,82,32,299.78
aluminium,246.36,Mumbai,2,87,36,250.12
plastic,32.27,Kolkata,8,36,69,28.52
aluminium,211.1,Mumbai,4,92,85,210.19
battery,104.58,Mumbai,5,49,44,118.99
pcb,233.35,Kolkata,3,66,79,196.64
aluminium,169.05,Kolkata,10,48,70,167.74
plastic,42.84,Kolkata,2,91,72,38.04
plastic,40.75,Hyderabad,2,86,88,34.92
copper,743.87,Kolkata,12,54,45,821.03
battery,106.92,Mumbai,9,77,44,115.84
pcb,274.46,Kolkata,11,78,86,261.65
steel,76.65,Mumbai,11,88,40,94.87
plastic,28.91,Kolkata,2,50,78,17.59
aluminium,146.43,Bengaluru,1,58,94,102.03
steel,51.74,Bengaluru,9,42,77,43.23
steel,53.49,Bengaluru,8,44,81,51.6
aluminium,256.69,Mumbai,5,86,45,272.17
pcb,262.22,Mumbai,7,81,91,290.96
battery,96.81,Bengaluru,8,74,40,112.56
steel,57.0,Kolkata,7,46,58,54.57
steel,72.96,Kolkata,12,91,67,79.74
pcb,235.38,Chennai,10,74,76,224.43
plastic,33.73,Kolkata,3,88,99,27.98
pcb,293.76,Hyderabad,7,49,35,291.93
pcb,207.62,Chennai,2,38,64,155.24
pcb,296.3,Delhi,1,57,31,246.82
aluminium,220.96,Kolkata,8,84,35,234.79
steel,63.05,Kolkata,5,60,34,65.78
pcb,198.9,Mumbai,11,41,94,237.0
plastic,40.23,Delhi,3,53,44,38.37
aluminium,212.16,Mumbai,12,50,37,243.92
aluminium,166.16,Chennai,6,56,76,175.89
battery,117.47,Hyderabad,6,95,55,124.04
battery,95.47,Kolkata,4,81,75,93.39
copper,786.43,Kolkata,10,76,76,678.69
aluminium,210.58,Mumbai,8,67,35,224.74
aluminium,216.73,Delhi,4,87,65,228.8
steel,72.85,Bengaluru,8,91,56,75.42
steel,65.54,Mumbai,8,54,73,69.4
plastic,35.34,Kolkata,7,36,37,37.28
copper,735.82,Chennai,7,53,73,700.77
plastic,41.46,Mumbai,7,88,97,45.98
plastic,39.19,Mumbai,4,68,58,42.28
battery,104.08,Mumbai,10,85,98,111.92
copper,797.87,Hyderabad,6,64,69,797.06
battery,84.45,Mumbai,1,68,79,81.28
battery,105.84,Kolkata,3,79,41,99.92
aluminium,176.73,Hyderabad,4,66,99,151.52
battery,111.09,Mumbai,7,57,50,118.13
steel,75.19,Kolkata,8,95,73,71.71
aluminium,191.61,Delhi,5,90,80,202.47
pcb,201.63,Bengaluru,5,38,90,186.73
steel,57.49,Hyderabad,5,80,96,59.49
copper,610.53,Chennai,11,55,62,679.82
pcb,291.39,Delhi,9,89,75,291.69
aluminium,146.34,Kolkata,10,52,77,144.85
copper,956.82,Mumbai,6,87,41,1106.1
plastic,35.77,Hyderabad,5,45,60,35.2
battery,80.3,Delhi,2,36,95,57.99
steel,60.25,Delhi,5,65,79,63.73
battery,109.86,Mumbai,7,83,69,117.37
copper,860.64,Mumbai,10,90,66,931.93
steel,65.12,Kolkata,3,55,63,55.88
aluminium,175.69,Delhi,11,48,54,204.13
steel,56.34,Kolkata,4,80,95,49.92
copper,695.91,Hyderabad,10,64,71,654.51
steel,74.49,Delhi,2,94,63,74.71
pcb,270.49,Delhi,6,54,67,278.13
battery,85.79,Hyderabad,12,64,96,89.91
battery,108.1,Kolkata,4,79,65,105.13
pcb,285.36,Kolkata,9,86,74,252.88
plastic,38.97,Mumbai,11,37,47,46.22
aluminium,178.0,Hyderabad,7,62,76,170.88
aluminium,184.94,Chennai,5,38,38,186.73
steel,63.22,Bengaluru,11,54,70,64.49
plastic,49.15,Delhi,2,76,38,46.24
steel,67.53,Mumbai,5,80,83,76.1
plastic,38.38,Mumbai,11,45,51,46.68
pcb,232.83,Hyderabad,1,55,96,134.71
steel,66.84,Bengaluru,11,49,40,74.38
steel,62.54,Kolkata,6,49,56,63.81
copper,666.87,Delhi,6,41,54,698.92
battery,106.99,Bengaluru,6,83,61,119.19
pcb,214.35,Mumbai,2,49,99,187.4
plastic,41.16,Mumbai,5,81,80,48.74
pcb,248.36,Delhi,9,61,75,218.92
battery,108.38,Delhi,4,90,48,117.66
copper,683.36,Kolkata,6,47,69,695.35
copper,679.33,Kolkata,1,58,48,505.9
battery,103.08,Hyderabad,12,71,55,119.59
pcb,251.29,Hyderabad,8,55,71,221.37
steel,45.75,Bengaluru,4,38,81,43.25
aluminium,168.91,Delhi,6,63,97,167.7
steel,57.76,Hyderabad,5,58,99,55.22
plastic,37.87,Chennai,3,69,81,34.42
steel,58.18,Hyderabad,3,58,97,47.05
aluminium,194.11,Kolkata,7,87,51,196.74
battery,109.62,Bengaluru,7,87,57,115.53
plastic,46.04,Mumbai,12,74,47,61.31
plastic,33.56,Kolkata,1,72,83,25.64
plastic,30.02,Bengaluru,8,37,100,23.88
steel,58.96,Mumbai,5,60,100,63.57
aluminium,183.79,Chennai,5,43,58,183.37
copper,702.31,Bengaluru,10,55,65,601.22
copper,760.6,Bengaluru,1,56,40,585.58
aluminium,198.38,Hyderabad,10,61,40,178.83
pcb,276.01,Mumbai,3,62,41,294.39
aluminium,214.51,Chennai,9,75,49,196.64
plastic,36.92,Chennai,1,72,91,30.65
pcb,268.57,Delhi,9,79,83,261.3
plastic,35.09,Bengaluru,11,60,83,38.95
plastic,39.75,Hyderabad,4,91,74,44.29
battery,90.08,Mumbai,10,60,75,98.68
plastic,42.11,Hyderabad,6,88,60,49.32
steel,59.55,Delhi,10,36,52,68.2
battery,94.37,Kolkata,1,74,66,80.08
plastic,37.94,Delhi,3,70,88,33.63
steel,64.79,Chennai,12,46,49,76.16
aluminium,198.36,Mumbai,3,59,62,184.88
pcb,350.43,Bengaluru,10,94,30,347.89
pcb,265.66,Mumbai,4,53,53,288.69
battery,83.88,Chennai,4,47,74,78.49
pcb,277.79,Bengaluru,9,65,55,239.99
battery,98.36,Chennai,11,51,37,109.06
plastic,37.96,Chennai,9,53,63,33.93
pcb,239.7,Delhi,1,56,99,158.88
pcb,260.93,Delhi,1,91,96,205.5
aluminium,249.05,Chennai,8,91,40,264.79
battery,102.31,Chennai,8,54,60,100.8
battery,102.28,Chennai,6,47,33,114.38
steel,56.89,Bengaluru,10,44,88,44.23
pcb,296.43,Mumbai,3,85,58,300.04
pcb,256.42,Delhi,1,37,70,173.37
steel,70.13,Hyderabad,8,67,42,70.47
aluminium,171.36,Delhi,1,74,78,148.82
plastic,36.61,Chennai,4,38,52,36.54
plastic,44.74,Hyderabad,7,75,36,47.13
battery,77.64,Hyderabad,10,47,94,63.95
plastic,37.79,Delhi,6,67,70,44.17
pcb,290.3,Bengaluru,12,57,32,330.62
steel,73.19,Chennai,2,73,59,64.24
steel,59.67,Kolkata,11,49,89,56.67
aluminium,195.06,Hyderabad,12,53,51,210.54
steel,63.93,Mumbai,8,65,73,67.75
copper,800.04,Bengaluru,5,88,85,759.37
battery,92.5,Kolkata,2,63,81,65.28
aluminium,194.46,Kolkata,3,64,43,186.8
battery,92.65,Bengaluru,4,50,45,93.85
pcb,331.59,Hyderabad,11,91,51,330.62
pcb,216.63,Hyderabad,10,66,89,198.74
pcb,211.91,Bengaluru,4,48,73,198.55
copper,888.46,Hyderabad,8,68,31,822.46
battery,63.05,Kolkata,4,38,98,53.82
copper,648.43,Bengaluru,11,52,99,573.4
copper,676.88,Mumbai,8,52,92,624.15
pcb,294.43,Chennai,4,44,48,252.16
steel,67.6,Mumbai,3,91,96,65.86
steel,58.36,Delhi,9,46,70,54.89
steel,57.99,Chennai,7,56,91,57.39
copper,814.48,Hyderabad,8,76,46,825.16
steel,63.76,Kolkata,5,71,53,71.76
pcb,266.94,Hyderabad,3,69,34,273.81
aluminium,186.99,Bengaluru,6,72,86,191.12
steel,61.73,Kolkata,3,73,78,56.23
steel,73.72,Kolkata,6,94,67,78.11
pcb,276.91,Hyderabad,7,68,60,262.47
battery,90.54,Kolkata,6,52,80,84.67
plastic,47.27,Mumbai,12,74,61,58.22
battery,105.81,Delhi,11,94,72,119.19
aluminium,224.53,Mumbai,7,74,41,247.82
battery,87.5,Bengaluru,9,72,84,82.55
aluminium,122.0,Bengaluru,9,45,99,86.39
pcb,265.6,Bengaluru,9,66,48,244.67
aluminium,200.25,Kolkata,3,58,38,175.92
plastic,43.87,Mumbai,8,85,46,50.07
steel,55.2,Bengaluru,4,46,99,49.26
steel,70.68,Mumbai,5,57,50,76.7
plastic,32.82,Chennai,2,43,85,26.63
plastic,39.01,Mumbai,7,42,39,46.62
steel,71.91,Mumbai,8,89,54,79.67
battery,98.14,Kolkata,11,76,55,109.11
battery,75.35,Hyderabad,7,45,100,75.46
battery,103.25,Hyderabad,11,66,56,105.98
steel,48.44,Bengaluru,10,35,83,43.05
copper,723.61,Delhi,11,50,68,735.08
battery,127.85,Hyderabad,2,80,30,116.22
aluminium,229.57,Chennai,11,71,33,262.38
steel,70.54,Delhi,12,81,77,81.06
battery,125.14,Bengaluru,11,82,34,136.93
steel,64.12,Kolkata,4,94,98,61.05
plastic,27.71,Kolkata,10,48,100,23.03
plastic,35.89,Chennai,4,38,51,34.18
copper,810.27,Chennai,11,81,76,862.14
aluminium,168.52,Mumbai,2,51,72,155.75
steel,59.1,Chennai,2,64,97,49.43
copper,738.19,Hyderabad,3,58,46,652.12
plastic,39.9,Mumbai,11,57,78,44.76
steel,78.49,Hyderabad,5,94,33,85.6
steel,60.43,Mumbai,10,55,83,69.58
aluminium,188.1,Delhi,9,65,60,188.83
aluminium,190.12,Mumbai,11,55,82,192.96
plastic,37.97,Bengaluru,12,56,89,36.38
battery,65.57,Chennai,10,44,92,65.16
aluminium,160.56,Mumbai,5,37,79,153.43
plastic,33.79,Hyderabad,2,58,100,21.91
copper,760.82,Hyderabad,7,49,36,760.48
plastic,45.95,Chennai,10,95,62,47.3
pcb,212.15,Delhi,3,41,93,175.21
plastic,36.42,Kolkata,11,66,76,39.38
plastic,36.89,Kolkata,9,81,82,32.54
battery,94.39,Hyderabad,9,82,88,84.19
plastic,28.44,Kolkata,10,39,75,26.72
plastic,36.11,Kolkata,10,50,51,38.11
aluminium,191.52,Bengaluru,7,77,51,219.5
steel,66.34,Bengaluru,5,65,41,77.37
pcb,301.0,Kolkata,7,83,57,324.84
plastic,37.72,Bengaluru,8,72,69,35.38
steel,69.92,Kolkata,11,63,35,73.11
aluminium,192.23,Kolkata,4,74,70,176.09
plastic,34.78,Hyderabad,11,48,80,40.37
copper,750.58,Hyderabad,11,41,31,760.44
battery,101.58,Chennai,11,70,76,109.54
battery,112.2,Bengaluru,8,69,32,107.05
steel,55.6,Chennai,7,55,56,62.49
plastic,38.91,Mumbai,3,72,75,37.66
pcb,282.96,Delhi,1,45,37,240.8
pcb,329.62,Delhi,9,94,49,332.36
pcb,296.48,Chennai,9,93,55,293.04
pcb,266.59,Bengaluru,2,80,89,229.87
steel,60.51,Kolkata,4,66,68,58.21
steel,55.07,Mumbai,2,43,89,46.47
aluminium,152.65,Chennai,7,36,79,159.52
copper,816.53,Mumbai,11,69,75,913.15
plastic,43.56,Delhi,9,93,70,44.46
copper,682.56,Kolkata,4,69,72,603.92
plastic,35.27,Hyderabad,3,52,67,34.46
pcb,237.31,Chennai,4,53,69,243.42
plastic,48.51,Chennai,8,88,47,48.86
copper,785.28,Hyderabad,4,71,47,757.54
copper,664.52,Mumbai,7,59,75,757.31
battery,109.96,Kolkata,8,83,40,106.73
pcb,268.83,Mumbai,3,38,68,248.19
plastic,38.08,Hyderabad,5,49,62,37.15
battery,92.85,Bengaluru,3,74,86,81.69
battery,124.89,Mumbai,4,87,31,131.57
copper,881.23,Mumbai,12,77,45,1043.72
aluminium,178.79,Bengaluru,8,71,86,157.94
plastic,45.84,Kolkata,6,95,42,52.22
steel,74.69,Bengaluru,5,85,41,81.63
copper,795.34,Kolkata,4,85,73,765.62
pcb,269.01,Kolkata,1,59,56,208.99
battery,98.1,Delhi,6,76,78,114.42
steel,72.58,Delhi,5,81,71,80.27
pcb,290.34,Chennai,7,62,35,315.11
copper,616.21,Kolkata,1,43,65,436.05
pcb,333.68,Chennai,2,87,57,296.34
plastic,47.81,Mumbai,8,67,38,51.16
pcb,288.42,Chennai,7,80,79,286.13
steel,60.67,Chennai,2,74,92,56.04
plastic,33.83,Delhi,9,42,70,33.06
steel,66.88,Delhi,6,50,38,79.95
pcb,348.78,Hyderabad,6,90,42,372.74
aluminium,231.82,Bengaluru,6,83,30,256.21
plastic,36.65,Bengaluru,7,40,52,36.37
aluminium,171.73,Delhi,7,38,90,158.54
pcb,244.6,Delhi,12,43,76,270.87
battery,108.48,Chennai,8,88,58,112.29
plastic,45.58,Mumbai,12,88,51,57.19
pcb,222.67,Kolkata,2,55,95,152.18
copper,901.62,Mumbai,2,84,38,838.84
battery,79.04,Hyderabad,1,41,90,50.3
copper,588.0,Kolkata,8,40,96,341.25
copper,877.54,Delhi,3,86,54,808.77
copper,853.08,Delhi,1,72,39,675.02
battery,84.1,Delhi,7,36,75,80.64
plastic,46.57,Mumbai,7,86,49,52.43
steel,72.43,Mumbai,12,35,39,88.12
battery,105.42,Delhi,7,58,64,109.65
aluminium,195.44,Delhi,10,63,57,205.34
pcb,226.66,Delhi,3,38,65,184.65
pcb,246.14,Hyderabad,1,50,52,192.13
copper,701.86,Delhi,2,52,53,611.3
battery,123.74,Mumbai,4,86,47,135.11
steel,61.19,Mumbai,2,62,79,62.29
aluminium,173.25,Bengaluru,8,51,73,155.19
plastic,41.96,Mumbai,9,91,87,42.11
plastic,49.39,Mumbai,5,92,50,54.4
battery,86.08,Bengaluru,7,37,49,84.72
copper,921.0,Delhi,7,91,54,957.29
steel,54.15,Kolkata,8,71,82,53.69
pcb,266.01,Kolkata,12,59,60,277.58
plastic,46.53,Bengaluru,3,95,67,47.29
plastic,37.08,Hyderabad,6,36,32,40.71
battery,108.43,Kolkata,9,47,36,93.13
plastic,42.28,Chennai,8,82,73,42.95
steel,60.82,Mumbai,7,64,84,66.18
copper,886.18,Kolkata,2,94,62,730.18
pcb,261.27,Bengaluru,4,69,64,241.62
aluminium,172.56,Bengaluru,5,39,50,164.07
battery,114.42,Delhi,6,80,54,136.07
pcb,292.45,Mumbai,2,75,67,262.27
battery,89.52,Bengaluru,5,62,94,87.7
aluminium,236.85,Kolkata,7,74,38,222.88
aluminium,166.03,Bengaluru,6,61,62,189.09
steel,59.47,Chennai,3,61,54,61.12
plastic,42.18,Chennai,2,86,65,37.67
battery,80.92,Bengaluru,1,45,86,59.48
aluminium,216.44,Hyderabad,8,93,55,211.59
battery,111.32,Mumbai,3,63,60,110.88
battery,100.21,Hyderabad,12,74,88,104.61
copper,834.83,Delhi,11,62,39,890.74
plastic,43.69,Bengaluru,5,86,43,48.39
copper,859.24,Mumbai,1,84,62,800.3
plastic,36.39,Delhi,1,37,57,30.27
plastic,43.62,Mumbai,9,60,34,46.5
plastic,31.84,Bengaluru,6,40,100,31.74
steel,66.48,Mumbai,12,51,53,86.04
steel,61.28,Hyderabad,11,90,97,69.18
steel,68.38,Mumbai,10,92,75,71.04
plastic,36.25,Mumbai,12,65,89,44.47
battery,88.42,Hyderabad,2,39,79,72.0
copper,759.73,Chennai,11,44,53,784.81
steel,53.5,Delhi,9,35,65,53.68
steel,55.56,Bengaluru,8,71,99,58.45
aluminium,190.14,Mumbai,2,72,72,169.92
plastic,42.17,Kolkata,4,59,34,40.32
aluminium,186.98,Mumbai,7,63,63,210.79
aluminium,194.83,Bengaluru,7,55,62,176.29
copper,660.83,Hyderabad,11,40,92,579.84
steel,72.14,Kolkata,12,93,59,81.72
plastic,40.18,Delhi,10,58,60,39.72
copper,716.01,Kolkata,11,63,70,702.35
pcb,281.06,Bengaluru,2,92,91,225.42
aluminium,222.21,Mumbai,5,68,38,243.53
plastic,37.97,Mumbai,12,54,79,47.85
pcb,337.71,Mumbai,9,88,47,337.84
aluminium,180.51,Delhi,11,57,76,199.61
aluminium,203.92,Hyderabad,7,51,40,193.49
copper,737.1,Bengaluru,2,68,74,583.75
pcb,269.03,Kolkata,1,81,62,196.38
plastic,48.17,Kolkata,10,88,41,48.24
copper,768.01,Kolkata,2,46,38,565.64
plastic,38.05,Bengaluru,8,42,45,37.02
battery,110.72,Bengaluru,6,92,66,126.8
battery,74.15,Mumbai,3,42,92,66.95
battery,96.31,Kolkata,9,75,59,89.09
plastic,40.56,Mumbai,2,49,58,38.3
steel,67.07,Bengaluru,8,61,52,74.77
copper,683.26,Kolkata,5,42,65,656.95
aluminium,200.59,Kolkata,9,65,79,162.98
steel,54.55,Hyderabad,3,36,40,53.64
copper,860.03,Chennai,5,81,38,966.29
aluminium,155.22,Bengaluru,4,51,77,127.01
copper,803.35,Chennai,10,66,36,858.33
plastic,42.61,Mumbai,9,77,48,48.5
pcb,262.79,Mumbai,11,79,73,315.27
steel,61.17,Delhi,8,81,100,64.37
copper,951.73,Delhi,11,83,48,1080.21
pcb,226.35,Chennai,10,41,63,225.95
copper,677.79,Hyderabad,9,89,94,596.1
aluminium,204.51,Mumbai,12,57,48,256.1
battery,118.4,Delhi,4,86,36,119.54
copper,720.32,Mumbai,5,49,71,707.37
aluminium,170.58,Kolkata,7,88,95,173.18
plastic,42.91,Mumbai,1,76,71,40.28
copper,754.53,Delhi,10,45,44,698.77
plastic,43.23,Kolkata,9,90,76,39.0
copper,699.17,Hyderabad,3,62,55,650.91
copper,732.62,Delhi,12,46,51,830.22
aluminium,172.38,Delhi,4,51,60,163.36
steel,76.59,Kolkata,6,65,42,77.76
copper,759.43,Kolkata,12,80,49,888.25
steel,70.1,Chennai,7,75,48,74.43
copper,732.65,Kolkata,1,79,97,532.72
aluminium,248.24,Delhi,11,91,35,278.11
pcb,258.25,Hyderabad,9,43,71,198.2
steel,59.26,Bengaluru,5,41,38,65.43
steel,54.29,Chennai,9,70,84,51.71
battery,85.51,Mumbai,9,36,67,78.28
pcb,294.31,Bengaluru,3,73,44,265.67
pcb,226.08,Delhi,12,56,88,277.46
aluminium,184.42,Mumbai,5,64,82,204.39
aluminium,180.12,Hyderabad,11,55,66,196.36
pcb,220.13,Bengaluru,4,84,100,229.35
steel,68.47,Hyderabad,4,59,36,67.44
steel,67.68,Delhi,12,51,56,80.75
copper,732.99,Kolkata,11,41,45,722.78
pcb,283.59,Chennai,5,50,60,293.97
battery,101.02,Chennai,2,53,59,88.95
copper,875.19,Mumbai,7,84,54,947.83
aluminium,141.36,Kolkata,1,47,94,87.6
pcb,292.18,Mumbai,5,77,77,317.33
plastic,32.72,Kolkata,7,48,86,35.3
steel,77.94,Chennai,4,83,33,79.63
pcb,284.1,Kolkata,3,80,54,232.73
copper,542.23,Delhi,4,36,96,451.79
steel,60.49,Kolkata,12,73,77,68.12
steel,62.01,Bengaluru,2,71,85,50.5
steel,59.76,Bengaluru,4,78,92,52.48
steel,71.63,Mumbai,9,78,86,73.43
plastic,36.82,Hyderabad,11,35,56,38.48
pcb,301.9,Bengaluru,8,76,33,313.52
copper,647.91,Kolkata,1,41,62,409.13
pcb,255.79,Kolkata,1,85,68,207.65
aluminium,191.28,Chennai,11,56,69,207.47
plastic,40.48,Delhi,3,89,92,40.01
plastic,42.75,Chennai,5,64,38,46.69
steel,73.92,Mumbai,4,73,64,74.77
steel,67.26,Hyderabad,6,61,41,69.88
pcb,225.39,Delhi,2,44,73,183.45
steel,45.73,Delhi,8,58,89,46.09
battery,84.45,Kolkata,5,62,89,77.47
pcb,252.64,Delhi,2,54,60,214.2
aluminium,235.76,Mumbai,2,80,35,229.25
battery,90.55,Chennai,11,47,86,88.03
copper,896.75,Delhi,11,71,45,1008.52
plastic,42.17,Delhi,5,53,34,47.77
pcb,282.3,Delhi,5,72,36,313.97
battery,101.93,Mumbai,1,61,49,93.44
pcb,248.91,Bengaluru,11,39,55,261.92
plastic,50.81,Hyderabad,3,94,33,49.18
steel,51.46,Chennai,8,54,87,53.74
battery,97.14,Bengaluru,10,51,57,93.17
steel,81.33,Bengaluru,11,94,33,94.55
battery,89.08,Delhi,7,47,55,96.62
copper,809.89,Bengaluru,7,72,50,821.12
copper,733.52,Delhi,6,74,81,756.9
pcb,270.48,Bengaluru,10,54,35,267.09
plastic,36.58,Mumbai,7,65,84,40.93
steel,62.12,Delhi,6,59,52,73.34
battery,88.2,Delhi,11,51,84,98.32
plastic,38.08,Bengaluru,11,83,83,41.39
aluminium,190.5,Delhi,2,79,65,176.03
battery,98.79,Mumbai,2,42,31,94.05
steel,80.75,Mumbai,6,63,32,92.24
plastic,44.84,Delhi,8,87,81,49.44
battery,86.76,Kolkata,8,42,48,79.87
steel,57.59,Delhi,4,38,46,59.05
battery,73.93,Chennai,9,66,100,76.13
aluminium,154.28,Kolkata,10,39,72,132.72
aluminium,142.97,Bengaluru,12,56,100,147.49
pcb,283.98,Bengaluru,4,43,31,256.93
pcb,259.9,Kolkata,3,48,37,232.12
pcb,237.36,Delhi,2,54,62,205.39
battery,95.39,Chennai,1,64,76,71.9
pcb,265.79,Kolkata,4,61,38,257.15
pcb,305.98,Hyderabad,1,89,53,272.04
steel,65.4,Delhi,11,74,64,73.36
pcb,313.14,Chennai,12,89,60,337.05
pcb,259.57,Kolkata,4,72,63,227.6
aluminium,204.17,Mumbai,2,41,38,185.35
steel,70.91,Kolkata,7,92,59,73.67
pcb,244.2,Hyderabad,4,39,63,231.81
plastic,38.99,Chennai,10,95,76,44.99
pcb,244.06,Kolkata,8,60,82,212.75
copper,738.89,Mumbai,9,71,73,749.92
plastic,42.73,Bengaluru,7,68,53,45.0
battery,109.96,Hyderabad,2,53,33,100.35
steel,54.68,Hyderabad,7,51,79,57.58
copper,718.78,Hyderabad,11,69,75,789.16
copper,818.65,Hyderabad,6,65,68,797.79
plastic,35.34,Chennai,11,79,95,40.38
plastic,37.66,Hyderabad,8,78,98,35.02
pcb,257.85,Chennai,1,64,48,198.63
aluminium,190.44,Mumbai,11,52,55,227.18
pcb,205.08,Bengaluru,9,40,96,175.75
battery,87.52,Chennai,7,79,84,102.54
steel,59.84,Hyderabad,4,69,88,57.21
copper,570.71,Chennai,10,35,80,519.91
battery,94.36,Mumbai,5,81,100,100.78
aluminium,180.13,Chennai,1,39,30,146.54
copper,868.83,Mumbai,10,90,47,1028.58
battery,105.1,Hyderabad,9,67,57,85.88
pcb,283.76,Chennai,2,89,66,261.51
battery,100.76,Chennai,6,85,87,110.89
battery,73.92,Kolkata,7,39,95,72.19
steel,59.17,Chennai,3,85,98,54.88
battery,78.86,Delhi,1,68,66,77.24
steel,71.39,Hyderabad,6,71,37,84.89
copper,683.85,Mumbai,8,72,99,651.28
steel,73.34,Mumbai,3,62,38,76.39
aluminium,214.75,Delhi,10,80,48,226.07
steel,71.52,Delhi,3,59,36,66.56
steel,61.32,Hyderabad,2,58,53,52.52
aluminium,188.08,Hyderabad,12,55,45,207.47
copper,727.97,Delhi,1,58,52,620.95
steel,72.23,Mumbai,5,61,42,81.88
copper,759.91,Delhi,5,57,38,802.73
plastic,31.95,Bengaluru,6,35,80,32.0
battery,104.71,Mumbai,5,67,47,115.79
plastic,41.2,Bengaluru,12,59,38,50.06
aluminium,181.06,Hyderabad,5,83,92,177.59
aluminium,184.92,Mumbai,9,47,49,190.17
pcb,260.15,Bengaluru,9,70,68,230.57
steel,71.65,Delhi,4,72,64,68.03
plastic,32.78,Delhi,11,55,87,35.33
aluminium,207.9,Chennai,4,56,33,194.63
copper,652.84,Bengaluru,6,43,96,584.52
steel,62.79,Delhi,7,82,87,68.04
pcb,273.77,Chennai,11,49,50,293.19
battery,99.8,Mumbai,12,70,91,124.85
steel,62.51,Mumbai,10,62,89,66.13
steel,76.4,Bengaluru,8,92,39,82.59
pcb,271.36,Chennai,7,43,64,255.58
aluminium,172.12,Kolkata,6,55,80,179.0
plastic,45.49,Hyderabad,7,79,40,51.24
pcb,273.93,Mumbai,8,47,69,246.96
steel,69.03,Kolkata,11,84,40,83.47
plastic,34.89,Bengaluru,3,42,41,31.9
aluminium,222.58,Kolkata,6,83,31,232.48
steel,59.29,Kolkata,3,64,67,52.71
aluminium,196.66,Kolkata,2,79,43,174.01
battery,84.78,Bengaluru,2,88,99,70.66
pcb,261.6,Mumbai,11,61,57,296.23
plastic,44.66,Delhi,5,95,48,51.22
battery,93.29,Kolkata,5,67,63,100.98
aluminium,156.29,Bengaluru,10,53,97,134.46
aluminium,206.1,Chennai,10,77,36,217.5
pcb,286.72,Kolkata,12,88,73,310.72
copper,725.44,Delhi,11,45,55,757.28
battery,107.69,Hyderabad,8,94,72,102.79
steel,64.56,Chennai,11,78,95,63.23
aluminium,169.2,Bengaluru,3,44,67,145.66
plastic,37.82,Delhi,9,36,46,38.98
aluminium,189.0,Hyderabad,4,40,45,154.03
plastic,35.47,Kolkata,8,82,97,35.31
pcb,291.99,Bengaluru,11,93,70,339.2
plastic,35.19,Chennai,1,63,79,29.45
steel,66.85,Hyderabad,10,94,72,68.07
aluminium,180.51,Hyderabad,5,72,77,170.43
battery,108.03,Bengaluru,11,89,80,115.66
pcb,290.67,Chennai,12,68,44,331.87
copper,619.09,Hyderabad,4,54,74,495.42
aluminium,229.84,Hyderabad,8,91,54,210.69
copper,718.99,Mumbai,10,39,57,752.7
pcb,308.54,Chennai,2,78,33,288.1
copper,644.86,Delhi,12,45,94,699.22
aluminium,189.43,Kolkata,11,46,43,179.63
pcb,235.21,Chennai,2,67,75,198.72
copper,778.73,Delhi,8,90,58,834.31
battery,110.33,Delhi,11,91,63,124.26
copper,749.28,Delhi,10,83,84,725.27
copper,771.14,Kolkata,4,42,58,603.31
battery,121.19,Mumbai,11,88,31,152.77
steel,76.23,Mumbai,1,79,32,74.29
plastic,42.43,Chennai,7,56,41,44.86
steel,69.92,Kolkata,6,70,45,80.57
aluminium,159.41,Kolkata,7,58,96,130.9
steel,56.51,Delhi,2,75,94,51.48
battery,87.74,Hyderabad,3,38,55,69.0
aluminium,209.32,Chennai,6,69,48,226.59
battery,107.74,Delhi,7,93,79,116.08
battery,98.56,Chennai,9,51,40,95.94
battery,99.45,Bengaluru,9,81,80,88.68
steel,74.96,Delhi,2,93,42,73.72
steel,65.35,Hyderabad,6,53,33,76.34
steel,72.85,Mumbai,7,75,40,88.34
pcb,254.23,Bengaluru,5,56,68,244.22
pcb,312.51,Mumbai,1,67,38,279.43
